"city","customer_age","customer_name","customer_segment","discount","order_date","order_id","order_priority","order_quantity","product_base_margin","product_category","product_container","product_name","product_subcategory","profit","region","row_id","sales","ship_date","ship_mode","shipping_cost","state","unit_price","zip_code","order_year","order_quarter","order_month","order_month_name","shipping_days","profit_margin_pct","is_loss_making","discount_band"
"Columbus","","Carl Weiss","Consumer","0.1","2012-04-15","33220","Not Specified","40","0.49","Furniture","Small Box","12-1/2 Diameter Round Wall Clock","Office Furnishings","-34.29","South","4668","736.96","2012-04-18","Regular Air","10.49","Mississippi","19.98","39701","2012","Q2","4","April","3","-4.652898393399913","1","6-10%"
"Rancho Cucamonga","","Chris Cortes","Consumer","0.0","2012-04-16","50337","Not Specified","37","0.36","Office Supplies","Small Box","Wilson Jones Suede Grain Vinyl Binders","Binders and Binder Accessories","21.4795","West","7055","122.99","2012-04-17","Express Air","1.49","California","2.78","91730","2012","Q2","4","April","1","17.464428002276613","0","0%"
"Watertown","","Maria Zettner","Corporate","0.05","2012-04-16","19584","Critical","6","0.57","Technology","Jumbo Drum","Epson DFX-8500 Dot Matrix Printer","Office Machines","-3971.0628","Central","2712","14535.8","2012-04-17","Delivery Truck","29.7","Wisconsin","2550.14","53094","2012","Q2","4","April","1","-27.319189862271088","1","1-5%"
"Rancho Cucamonga","","Chris Cortes","Consumer","0.1","2012-04-16","50337","Not Specified","6","0.57","Technology","Jumbo Drum","Epson DFX-8500 Dot Matrix Printer","Office Machines","-3798.0111","West","7056","14734.71","2012-04-18","Delivery Truck","29.7","California","2550.14","91730","2012","Q2","4","April","2","-25.775947405819323","1","6-10%"
"Little Rock","","Keith Dawkins","Home Office","0.01","2012-04-16","96","High","37","0.55","Technology","Small Box","SC7868i","Telephones and Communication","1228.887","South","16","4158.1235","2012-04-18","Regular Air","8.99","Arkansas","125.99","72209","2012","Q2","4","April","2","29.553884101806982","0","1-5%"
"Athens","","Patrick Ryan","Corporate","0.02","2012-04-17","30407","Low","41","0.58","Office Supplies","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top","Storage & Organization","6227.33","South","4275","17853.64","2012-04-17","Regular Air","19.99","Georgia","419.19","30605","2012","Q2","4","April","0","34.87989003923009","0","1-5%"
"Woodland","","Denny Ordway","Small Business","0.07","2012-04-17","2756","Critical","42","0.39","Office Supplies","Small Box","Avery 48","Labels","111.75","West","405","248.54","2012-04-17","Regular Air","0.5","California","6.3","95695","2012","Q2","4","April","0","44.96258147581879","0","6-10%"
"Edmonds","","Ruben Dartt","Corporate","0.01","2012-04-17","11013","High","2","0.59","Technology","Small Box","M70","Telephones and Communication","-582.648","West","1529","226.882","2012-04-18","Regular Air","8.99","Washington","125.99","98026","2012","Q2","4","April","1","-256.8066219444469","1","1-5%"
"Woodland","","Denny Ordway","Small Business","0.06","2012-04-17","2756","Critical","25","0.74","Technology","Small Box","Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum","Computer Peripherals","-13.77","West","404","1344.88","2012-04-18","Regular Air","4.0","California","55.94","95695","2012","Q2","4","April","1","-1.0238831717327939","1","6-10%"
"Atlanta","","Peter Fuller","Consumer","0.09","2012-04-18","8259","Medium","25","0.66","Furniture","Jumbo Drum","Global Leather Task Chair, Black","Chairs & Chairmats","-584.6","South","1131","2130.22","2012-04-18","Delivery Truck","42.0","Georgia","89.99","30318","2012","Q2","4","April","0","-27.443174883345385","1","6-10%"
"Murfreesboro","","Christina Anderson","Corporate","0.02","2012-04-18","4674","Critical","23","0.78","Furniture","Jumbo Drum","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","Chairs & Chairmats","-260.41","South","667","3041.33","2012-04-19","Delivery Truck","30.0","Tennessee","130.98","37130","2012","Q2","4","April","1","-8.562372383135012","1","1-5%"
"Bettendorf","","Justin Knight","Corporate","0.1","2012-04-18","11553","Medium","28","0.81","Office Supplies","Small Box","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Storage & Organization","-517.17","Central","1596","1350.34","2012-04-19","Express Air","19.99","Iowa","52.99","52722","2012","Q2","4","April","1","-38.299243153576136","1","6-10%"
"East Chicago","","Christopher Schild","Corporate","0.06","2012-04-18","54753","Medium","36","0.55","Technology","Small Box","T39m","Telephones and Communication","1380.321","Central","7642","4711.244","2012-04-19","Regular Air","3.9","Indiana","155.99","46312","2012","Q2","4","April","1","29.29844007230362","0","6-10%"
"Hilton Head Island","","Luke Schmidt","Home Office","0.1","2012-04-18","2817","Medium","14","0.48","Technology","Small Box","Gyration Ultra Professional Cordless Optical Suite","Computer Peripherals","202.25","South","417","3830.14","2012-04-19","Regular Air","7.18","South Carolina","300.97","29915","2012","Q2","4","April","1","5.280485830805141","0","6-10%"
"Mount Pleasant","","Luke Schmidt","Home Office","0.06","2012-04-18","2817","Medium","40","0.53","Furniture","Wrap Bag","Ultra Commercial Grade Dual Valve Door Closer","Office Furnishings","672.37","South","418","1559.86","2012-04-20","Regular Air","3.04","South Carolina","39.89","29464","2012","Q2","4","April","2","43.10450937904684","0","6-10%"
"Burlington","","Justin Knight","Corporate","0.03","2012-04-18","11553","Medium","20","0.55","Technology","Wrap Bag","Accessory34","Telephones and Communication","365.418","Central","1598","1531.411","2012-04-20","Regular Air","0.99","Iowa","85.99","52601","2012","Q2","4","April","2","23.861523784274763","0","1-5%"
"Burlington","","Justin Knight","Corporate","0.07","2012-04-18","11553","Medium","8","0.78","Furniture","Jumbo Box","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","Bookcases","-429.86","Central","1597","861.26","2012-04-21","Delivery Truck","57.38","Iowa","100.98","52601","2012","Q2","4","April","3","-49.91059610338341","1","6-10%"
"College Park","","Matt Collister","Home Office","0.02","2012-04-19","48135","High","40","0.47","Furniture","Small Pack","Executive Impressions 12"" Wall Clock","Office Furnishings","93.68","South","6757","750.14","2012-04-19","Regular Air","8.99","Georgia","17.67","30337","2012","Q2","4","April","0","12.488335510704669","0","1-5%"
"Cleveland","","Alejandro Grove","Consumer","0.09","2012-04-19","59745","Not Specified","36","0.37","Office Supplies","Small Box","GBC DocuBind 300 Electric Binding Machine","Binders and Binder Accessories","7917.7585","East","8359","18092.66","2012-04-21","Regular Air","19.99","Ohio","525.98","44105","2012","Q2","4","April","2","43.76226878745303","0","6-10%"
"Catonsville","","Matt Collister","Home Office","0.09","2012-04-19","48135","High","20","0.46","Technology","Large Box","Canon PC-428 Personal Copier","Copiers and Fax","631.33","East","6756","3960.99","2012-04-21","Express Air","24.49","Maryland","199.99","21228","2012","Q2","4","April","2","15.938692094653106","0","6-10%"
"Garland","","Kelly Lampkin","Corporate","0.06","2012-04-19","994","Low","38","0.36","Office Supplies","Wrap Bag","OIC Colored Binder Clips, Assorted Sizes","Rubber Bands","14.0","Central","159","132.07","2012-04-23","Regular Air","1.63","Texas","3.58","75043","2012","Q2","4","April","4","10.600439161050957","0","6-10%"
"Draper","","Kelly Williams","Corporate","0.08","2012-04-19","53798","Low","41","0.74","Furniture","Jumbo Drum","Global High-Back Leather Tilter, Burgundy","Chairs & Chairmats","-1867.97","West","7532","4987.73","2012-04-24","Delivery Truck","70.2","Utah","122.99","84020","2012","Q2","4","April","5","-37.4513055037061","1","6-10%"
"Knoxville","","Amy Hunt","Home Office","0.01","2012-04-19","30176","Low","30","0.74","Furniture","Medium Box","Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets","Office Furnishings","-547.89","South","4243","2504.41","2012-04-26","Regular Air","48.2","Tennessee","79.52","37918","2012","Q2","4","April","7","-21.87700895620126","1","1-5%"
"Draper","","Kelly Williams","Corporate","0.0","2012-04-19","53798","Low","29","0.52","Office Supplies","Medium Box","Honeywell Quietcare HEPA Air Cleaner","Appliances","568.6","West","7531","2317.65","2012-04-26","Regular Air","13.99","Utah","78.65","84020","2012","Q2","4","April","7","24.533471404224105","0","0%"
"Danville","","Eugene Moren","Home Office","0.03","2012-04-20","49511","High","35","0.39","Office Supplies","Small Box","Colored Envelopes","Envelopes","5.04","South","6939","150.29","2012-04-20","Express Air","2.5","Kentucky","3.69","40422","2012","Q2","4","April","0","3.3535165346995814","0","1-5%"
"Fountain","","Anthony Rawles","Small Business","0.1","2012-04-20","44834","Medium","13","0.38","Office Supplies","Small Box","Xerox Blank Computer Paper","Paper","35.09","West","6327","248.76","2012-04-20","Express Air","5.77","Colorado","19.98","80817","2012","Q2","4","April","0","14.105965589323045","0","6-10%"
"Grand Junction","","Anthony Rawles","Small Business","0.06","2012-04-20","44834","Medium","43","0.61","Furniture","Jumbo Box","Bevis Round Bullnose 29"" High Table Top","Tables","785.63","West","6328","10984.05","2012-04-21","Delivery Truck","66.67","Colorado","259.71","81503","2012","Q2","4","April","1","7.152461978960402","0","6-10%"
"Medina","","Matt Connell","Corporate","0.0","2012-04-20","41474","Not Specified","35","0.62","Furniture","Jumbo Box","Bush Westfield Collection Bookcases, Fully Assembled","Bookcases","-6.8","East","5845","3640.83","2012-04-22","Delivery Truck","35.84","Ohio","100.98","44256","2012","Q2","4","April","2","-0.1867705990117638","1","0%"
"Kingsport","","Amy Hunt","Home Office","0.09","2012-04-20","19367","High","20","0.36","Office Supplies","Small Box","Wausau Papers Astrobrights® Colored Envelopes","Envelopes","7.4","South","2679","112.42","2012-04-22","Regular Air","2.5","Tennessee","5.98","37664","2012","Q2","4","April","2","6.582458637253158","0","6-10%"
"Medina","","Matt Connell","Corporate","0.09","2012-04-20","41474","Not Specified","50","0.72","Technology","Small Pack","Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack","Computer Peripherals","-89.13","East","5846","225.94","2012-04-22","Regular Air","2.39","Ohio","4.77","44256","2012","Q2","4","April","2","-39.448526157386915","1","6-10%"
"Kendall","","Tracy Collins","Corporate","0.06","2012-04-21","35813","Critical","21","0.42","Furniture","Wrap Bag","Master Giant Foot® Doorstop, Safety Yellow","Office Furnishings","-9.81","South","5023","156.31","2012-04-21","Express Air","4.0","Florida","7.59","33156","2012","Q2","4","April","0","-6.275990019832385","1","6-10%"
"Kendall","","Tracy Collins","Corporate","0.05","2012-04-21","35813","Critical","21","0.57","Office Supplies","Small Box","Hoover WindTunnel™ Plus Canister Vacuum","Appliances","2347.18","South","5022","7841.57","2012-04-21","Express Air","19.99","Florida","363.25","33156","2012","Q2","4","April","0","29.932526267061316","0","1-5%"
"Whitehall","","Odella Nelson","Small Business","0.05","2012-04-21","40997","Low","12","0.4","Office Supplies","Small Box","Xerox 1951","Paper","61.47","East","5777","382.29","2012-04-21","Express Air","9.18","Ohio","30.98","43213","2012","Q2","4","April","0","16.079416150043162","0","1-5%"
"Mount Vernon","","Lindsay Castell","Small Business","0.06","2012-04-21","28736","High","26","0.36","Office Supplies","Small Box","Xerox 1893","Paper","109.16","East","4018","1029.29","2012-04-21","Regular Air","17.48","New York","40.99","10550","2012","Q2","4","April","0","10.605368749332063","0","6-10%"
"Mount Vernon","","Scott Cohen","Consumer","0.06","2012-04-21","56807","High","1","0.56","Office Supplies","Small Box","Belkin F9M820V08 8 Outlet Surge","Appliances","-24.63","East","7953","47.04","2012-04-23","Regular Air","4.62","Ohio","42.98","43050","2012","Q2","4","April","2","-52.35969387755102","1","6-10%"
"Whitehall","","Odella Nelson","Small Business","0.03","2012-04-21","40997","Low","1","0.57","Office Supplies","Small Box","Pizazz® Global Quick File™","Storage & Organization","-8.4","East","5779","22.61","2012-04-23","Regular Air","7.51","Ohio","14.97","43213","2012","Q2","4","April","2","-37.15170278637771","1","1-5%"
"Whitehall","","Odella Nelson","Small Business","0.04","2012-04-21","40997","Low","33","0.73","Furniture","Jumbo Box","Bush Advantage Collection® Round Conference Table","Tables","-513.79042","East","5780","7384.18","2012-04-25","Delivery Truck","110.2","Ohio","212.6","43213","2012","Q2","4","April","4","-6.957988835591765","1","1-5%"
"Whitehall","","Odella Nelson","Small Business","0.05","2012-04-21","40997","Low","37","0.57","Office Supplies","Small Pack","Boston KS Multi-Size Manual Pencil Sharpener","Pens & Art Supplies","18.27","East","5778","881.74","2012-04-28","Regular Air","8.99","Ohio","22.99","43213","2012","Q2","4","April","7","2.072039376687005","0","1-5%"
"Hackensack","","Rick Duston","Corporate","0.02","2012-04-22","25927","Medium","14","0.7","Office Supplies","Small Box","Acco Perma® 2700 Stacking Storage Drawers","Storage & Organization","-21.06","East","3629","422.83","2012-04-22","Regular Air","6.64","New Jersey","29.74","7601","2012","Q2","4","April","0","-4.9807251141120545","1","1-5%"
"Rose Hill","","Christine Abelman","Corporate","0.04","2012-04-22","9669","Medium","18","0.58","Office Supplies","Small Box","Decoflex Hanging Personal Folder File, Blue","Storage & Organization","-91.95","South","1326","292.11","2012-04-23","Express Air","10.68","Virginia","15.42","24281","2012","Q2","4","April","1","-31.477867926466057","1","1-5%"
"Waterbury","","Rick Duston","Corporate","0.08","2012-04-22","25927","Medium","43","0.59","Office Supplies","Small Pack","Boston 16801 Nautilus™ Battery Pencil Sharpener","Pens & Art Supplies","105.7","East","3630","945.9","2012-04-24","Regular Air","5.53","Connecticut","22.01","6708","2012","Q2","4","April","2","11.174542763505658","0","6-10%"
"Rutland","","Raymond Fair","Small Business","0.05","2012-04-22","13056","Not Specified","33","0.4","Technology","Small Box","Logitech Cordless Elite Duo","Computer Peripherals","1413.52","East","1819","3387.32","2012-04-24","Regular Air","7.18","Vermont","100.98","5701","2012","Q2","4","April","2","41.72974504918343","0","1-5%"
"Valparaiso","","Joy Smith","Consumer","0.07","2012-04-22","17315","Low","29","0.36","Office Supplies","Wrap Bag","Wirebound Message Book, 4 per Page","Paper","64.01","Central","2391","159.11","2012-04-26","Regular Air","0.95","Indiana","5.43","46383","2012","Q2","4","April","4","40.230029539312426","0","6-10%"
"Nashville","","Christina Anderson","Corporate","0.02","2012-04-22","48257","Low","45","0.37","Office Supplies","Small Box","Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders","Binders and Binder Accessories","-124.2805","South","6776","221.06","2012-04-26","Regular Air","5.42","Tennessee","4.57","37211","2012","Q2","4","April","4","-56.22025694381616","1","1-5%"
"Norfolk","","Lynn Smith","Corporate","0.08","2012-04-23","3808","Critical","2","0.38","Office Supplies","Small Box","*Staples* Packaging Labels","Labels","-2.83","South","562","6.13","2012-04-23","Regular Air","0.49","Virginia","2.89","23518","2012","Q2","4","April","0","-46.16639477977162","1","6-10%"
"Cedar Park","","Eugene Hildebrand","Home Office","0.02","2012-04-23","9665","Low","50","0.46","Office Supplies","Medium Box","Bionaire Personal Warm Mist Humidifier/Vaporizer","Appliances","921.41","Central","1322","2348.66","2012-04-23","Regular Air","5.1","Texas","46.89","78613","2012","Q2","4","April","0","39.23130636192552","0","1-5%"
"West Jordan","","Frank Merwin","Consumer","0.08","2012-04-23","50625","Medium","10","0.39","Office Supplies","Small Box","Avery 507","Labels","7.13","West","7092","29.12","2012-04-24","Regular Air","0.5","Utah","2.88","84084","2012","Q2","4","April","1","24.48489010989011","0","6-10%"
"Santa Rosa","","Christy Brittain","Consumer","0.03","2012-04-23","44517","Medium","5","0.4","Office Supplies","Small Box","Xerox 1954","Paper","-16.67","West","6289","32.5","2012-04-24","Regular Air","5.61","California","5.28","95404","2012","Q2","4","April","1","-51.292307692307695","1","1-5%"
"Cedar Park","","Eugene Hildebrand","Home Office","0.05","2012-04-23","9665","Low","19","0.77","Furniture","Jumbo Box","Sauder Forest Hills Library, Woodland Oak Finish","Bookcases","-373.09","Central","1323","2657.12","2012-04-25","Delivery Truck","36.09","Texas","140.98","78613","2012","Q2","4","April","2","-14.041142289396038","1","1-5%"
"Cedar Park","","Eugene Hildebrand","Home Office","0.1","2012-04-23","9665","Low","49","0.73","Furniture","Jumbo Box","Bush Advantage Collection® Round Conference Table","Tables","-3465.072","Central","1324","9579.62","2012-04-25","Delivery Truck","110.2","Texas","212.6","78613","2012","Q2","4","April","2","-36.1712886314906","1","6-10%"
"Sunnyvale","","Giulietta Dortch","Consumer","0.0","2012-04-24","18336","Not Specified","1","0.56","Office Supplies","Wrap Bag","Newell 340","Pens & Art Supplies","-0.11","West","2523","7.96","2012-04-24","Express Air","0.7","California","2.88","94086","2012","Q2","4","April","0","-1.3819095477386936","1","0%"
"Dix Hills","","Dorris Love","Home Office","0.04","2012-04-24","51943","High","13","0.38","Office Supplies","Small Box","GBC Laser Imprintable Binding System Covers, Desert Sand","Binders and Binder Accessories","2.125","East","7280","196.04","2012-04-25","Regular Air","7.27","New York","14.27","11746","2012","Q2","4","April","1","1.0839624566415018","0","1-5%"
"Deer Park","","Dorris Love","Home Office","0.04","2012-04-24","51943","High","11","0.4","Office Supplies","Small Box","Southworth 25% Cotton Linen-Finish Paper & Envelopes","Paper","-53.25","East","7279","113.19","2012-04-25","Regular Air","9.86","New York","9.06","11729","2012","Q2","4","April","1","-47.04479194275113","1","1-5%"
"Blacksburg","","Jim Epp","Small Business","0.03","2012-04-24","24870","Low","38","0.43","Technology","Small Pack","Imation DVD-RAM discs","Computer Peripherals","600.72","South","3491","1396.58","2012-04-26","Regular Air","1.99","Virginia","35.41","24060","2012","Q2","4","April","2","43.01364762491229","0","1-5%"
"Dix Hills","","Dorris Love","Home Office","0.03","2012-04-24","51943","High","28","0.36","Office Supplies","Small Box","Avery 508","Labels","66.71","East","7281","140.02","2012-04-27","Regular Air","0.5","New York","4.91","11746","2012","Q2","4","April","3","47.643193829452926","0","1-5%"
"Blacksburg","","Jim Epp","Small Business","0.0","2012-04-24","24870","Low","45","0.56","Office Supplies","Small Box","Letter Size Cart","Storage & Organization","1663.35","South","3492","6448.69","2012-05-03","Regular Air","19.99","Virginia","142.86","24060","2012","Q2","4","April","9","25.793610795370842","0","0%"
"Kearns","","Larry Tron","Home Office","0.0","2012-04-25","55459","Critical","5","0.39","Office Supplies","Small Box","Xerox 1991","Paper","-4.17","West","7747","126.95","2012-04-27","Regular Air","8.18","Utah","22.84","84118","2012","Q2","4","April","2","-3.2847577786530127","1","0%"
"Concord","","Nicole Brennan","Home Office","0.04","2012-04-26","23042","Medium","20","0.58","Office Supplies","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top","Storage & Organization","1947.67","West","3212","8048.45","2012-04-27","Regular Air","19.99","California","419.19","94521","2012","Q2","4","April","1","24.199317881082692","0","1-5%"
"Rock Springs","","Nicole Brennan","Consumer","0.06","2012-04-26","11712","Low","9","0.56","Office Supplies","Wrap Bag","Newell 336","Pens & Art Supplies","0.37","West","1617","38.96","2012-04-28","Regular Air","0.94","Wyoming","4.28","82901","2012","Q2","4","April","2","0.9496919917864477","0","6-10%"
"Grand Rapids","","Mike Vittorini","Small Business","0.07","2012-04-26","13606","Not Specified","34","0.48","Office Supplies","Wrap Bag","Avery Hi-Liter® Fluorescent Desk Style Markers","Pens & Art Supplies","19.04","Central","1898","109.86","2012-04-28","Regular Air","0.85","Michigan","3.38","49505","2012","Q2","4","April","2","17.33114873475332","0","6-10%"
"Webster Groves","","Katrina Bavinger","Consumer","0.03","2012-04-26","34567","Low","18","0.59","Furniture","Jumbo Drum","Global Ergonomic Managers Chair","Chairs & Chairmats","588.54","Central","4858","3344.11","2012-04-30","Delivery Truck","26.2","MO","180.98","63119","2012","Q2","4","April","4","17.59930145838504","0","1-5%"
"Searcy","","Deborah Brumfield","Corporate","0.09","2012-04-27","14342","Low","38","0.48","Technology","Small Box","Gyration Ultra Professional Cordless Optical Suite","Computer Peripherals","3857.43","South","2010","10823.84","2012-04-27","Regular Air","7.18","Arkansas","300.97","72143","2012","Q2","4","April","0","35.63827624946415","0","6-10%"
"Bartlesville","","Anna Gayman","Corporate","0.09","2012-04-27","29380","Not Specified","13","0.38","Office Supplies","Small Box","Xerox 1933","Paper","1.73","Central","4136","150.13","2012-04-28","Regular Air","4.86","Oklahoma","12.28","74006","2012","Q2","4","April","1","1.1523346433091322","0","6-10%"
"Collinsville","","Fred Wasserman","Home Office","0.03","2012-04-27","43330","Not Specified","40","0.58","Technology","Small Box","8260","Telephones and Communication","337.041","Central","6119","2205.7585","2012-04-28","Regular Air","8.99","Illinois","65.99","62234","2012","Q2","4","April","1","15.280049923869726","0","1-5%"
"Salisbury","","Neil Knudson","Home Office","0.09","2012-04-27","12642","Critical","10","0.38","Office Supplies","Small Box","Avery Arch Ring Binders","Binders and Binder Accessories","181.0245","South","1766","564.85","2012-04-29","Express Air","1.49","North Carolina","58.1","28144","2012","Q2","4","April","2","32.048242896344156","0","6-10%"
"Salisbury","","Neil Knudson","Home Office","0.01","2012-04-27","12642","Critical","14","0.67","Technology","Small Box","IBM Active Response Keyboard, Black","Computer Peripherals","-62.28","South","1767","572.33","2012-04-29","Regular Air","7.12","North Carolina","39.98","28144","2012","Q2","4","April","2","-10.88183390701169","1","1-5%"
"Euclid","","Guy Phonely","Corporate","0.05","2012-04-28","38501","Critical","11","0.37","Office Supplies","Small Box","Xerox 1894","Paper","-29.07","East","5415","78.68","2012-04-29","Regular Air","6.22","Ohio","6.48","44117","2012","Q2","4","April","1","-36.94712760549059","1","1-5%"
"Grand Forks","","Sandra Glassco","Home Office","0.04","2012-04-28","23524","High","28","0.39","Office Supplies","Small Box","Avery 491","Labels","48.25","Central","3290","129.33","2012-04-30","Express Air","0.99","North Dakota","4.13","58201","2012","Q2","4","April","2","37.3076625686229","0","1-5%"
"Newton","","Anthony Johnson","Small Business","0.06","2012-04-28","28839","Low","30","0.54","Office Supplies","Wrap Bag","Eldon Spacemaker® Box, Quick-Snap Lid, Clear","Pens & Art Supplies","-175.86","Central","4044","102.95","2012-04-30","Express Air","7.49","Iowa","3.34","50208","2012","Q2","4","April","2","-170.82078678970373","1","6-10%"
"Grand Forks","","Sandra Glassco","Home Office","0.06","2012-04-28","23524","High","46","0.37","Office Supplies","Small Box","Xerox 194","Paper","748.2","Central","3291","2461.23","2012-04-30","Regular Air","14.3","North Dakota","55.48","58201","2012","Q2","4","April","2","30.399434429126902","0","6-10%"
"Pawtucket","","Erica Hernandez","Small Business","0.02","2012-04-28","54595","Medium","30","0.59","Office Supplies","Small Pack","Acme® Elite Stainless Steel Scissors","Scissors, Rulers and Trimmers","6.79","East","7631","250.29","2012-04-30","Regular Air","2.64","Rhode Island","8.34","2861","2012","Q2","4","April","2","2.7128530904151185","0","1-5%"
"South Burlington","","Erica Hernandez","Small Business","0.09","2012-04-28","54595","Medium","41","0.78","Furniture","Jumbo Drum","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","Chairs & Chairmats","-421.76","East","7632","5258.94","2012-05-01","Delivery Truck","30.0","Vermont","130.98","5403","2012","Q2","4","April","3","-8.01986712151118","1","6-10%"
"Mason City","","Sally Knutson","Corporate","0.1","2012-04-29","44320","Medium","49","0.68","Furniture","Large Box","Laminate Occasional Tables","Tables","-1640.511","Central","6261","7002.08","2012-04-30","Regular Air","69.0","Iowa","154.13","50401","2012","Q2","4","April","1","-23.428909695404794","1","6-10%"
"Whittier","","Corey Roper","Small Business","0.04","2012-04-29","17669","High","32","0.6","Office Supplies","Small Box","Home/Office Personal File Carts","Storage & Organization","203.44","West","2434","1116.03","2012-04-30","Regular Air","5.49","California","34.76","90604","2012","Q2","4","April","1","18.22890065679238","0","1-5%"
"Pullman","","Yoseph Carroll","Consumer","0.08","2012-04-29","4514","Medium","28","0.59","Technology","Small Box","StarTAC 3000","Telephones and Communication","374.625","West","640","2841.4395","2012-04-30","Regular Air","7.69","Washington","125.99","99163","2012","Q2","4","April","1","13.184338431277526","0","6-10%"
"Bridgeport","","Janet Martin","Corporate","0.03","2012-04-29","55940","Not Specified","29","0.4","Technology","Small Box","Logitech Cordless Elite Duo","Computer Peripherals","1041.29","East","7827","2925.78","2012-04-30","Regular Air","7.18","Connecticut","100.98","6607","2012","Q2","4","April","1","35.590167408349224","0","1-5%"
"Santa Cruz","","Charles Crestani","Consumer","0.06","2012-04-30","45380","Critical","34","0.58","Technology","Small Box","6120","Telephones and Communication","288.09","West","6387","1912.9845","2012-05-01","Express Air","8.8","California","65.99","95062","2012","Q2","4","April","1","15.059714284146054","0","6-10%"
"North Las Vegas","","Roger Barcio","Corporate","0.02","2012-04-30","41154","Low","43","0.55","Office Supplies","Small Pack","Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Pens & Art Supplies","251.17","West","5803","938.37","2012-05-02","Regular Air","2.87","Nevada","21.98","89031","2012","Q2","4","April","2","26.766627236591106","0","1-5%"
"Santa Cruz","","Charles Crestani","Consumer","0.0","2012-04-30","45380","Critical","24","0.57","Technology","Small Box","KH 688","Telephones and Communication","1030.509","West","6388","4170.865","2012-05-02","Express Air","4.2","California","195.99","95062","2012","Q2","4","April","2","24.707320903457678","0","0%"
"Bloomington","","Beth Thompson","Corporate","0.07","2012-05-01","31364","Not Specified","2","0.57","Office Supplies","Small Box","Deluxe Rollaway Locking File with Drawer","Storage & Organization","-539.59","Central","4401","789.01","2012-05-01","Regular Air","11.37","Illinois","415.88","61701","2012","Q2","5","May","0","-68.38823335572427","1","6-10%"
"Sandy Springs","","Mitch Willingham","Corporate","0.03","2012-05-01","15815","Critical","24","0.35","Office Supplies","Small Box","Presstex Flexible Ring Binders","Binders and Binder Accessories","20.6805","South","2198","107.41","2012-05-01","Regular Air","1.49","Georgia","4.55","30328","2012","Q2","5","May","0","19.25379387394097","0","1-5%"
"West Valley City","","Georgia Rosenberg","Consumer","0.03","2012-05-01","7431","Medium","33","0.41","Furniture","Small Pack","Eldon Pizzaz™ Desk Accessories","Office Furnishings","-93.25","West","1018","78.81","2012-05-02","Regular Air","4.57","Utah","2.23","84120","2012","Q2","5","May","1","-118.3225479000127","1","1-5%"
"Chattanooga","","Randy Ferguson","Home Office","0.06","2012-05-01","13635","Critical","28","0.36","Office Supplies","Small Box","Xerox 1922","Paper","-119.48","South","1907","149.0","2012-05-02","Regular Air","7.44","Tennessee","4.98","37421","2012","Q2","5","May","1","-80.18791946308725","1","6-10%"
"Sandy Springs","","Mitch Willingham","Corporate","0.01","2012-05-01","15815","Critical","43","0.4","Office Supplies","Small Box","Fellowes Binding Cases","Binders and Binder Accessories","52.5895","South","2197","528.6","2012-05-03","Regular Air","5.63","Georgia","11.7","30328","2012","Q2","5","May","2","9.948827090427544","0","1-5%"
"Chattanooga","","Randy Ferguson","Home Office","0.01","2012-05-01","13635","Critical","49","0.37","Office Supplies","Small Box","Xerox 210","Paper","-157.28","South","1908","334.29","2012-05-03","Regular Air","7.37","Tennessee","6.48","37421","2012","Q2","5","May","2","-47.048969457656526","1","1-5%"
"La Mesa","","Evan Henry","Corporate","0.1","2012-05-01","10146","Low","19","0.55","Furniture","Small Box","Hand-Finished Solid Wood Document Frame","Office Furnishings","211.59","West","1398","596.21","2012-05-06","Regular Air","5.02","California","34.23","91941","2012","Q2","5","May","5","35.489173277871885","0","6-10%"
"Petaluma","","Alyssa Tate","Small Business","0.06","2012-05-02","59363","High","24","0.37","Office Supplies","Small Box","Xerox 1977","Paper","-38.57","West","8309","158.91","2012-05-02","Regular Air","5.2","California","6.68","94952","2012","Q2","5","May","0","-24.27160027688629","1","6-10%"
"Akron","","Stephanie Ulpright","Consumer","0.02","2012-05-02","39460","Not Specified","19","0.6","Technology","Small Box","i2000","Telephones and Communication","251.199","East","5571","2033.9225","2012-05-03","Regular Air","2.5","Ohio","125.99","44312","2012","Q2","5","May","1","12.350470580860383","0","1-5%"
"Atascadero","","Nora Paige","Small Business","0.05","2012-05-02","40998","Medium","43","0.5","Technology","Small Pack","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","Computer Peripherals","385.46","West","5781","1233.22","2012-05-03","Regular Air","1.99","California","29.89","93422","2012","Q2","5","May","1","31.256385721931203","0","1-5%"
